mls,home_type,status,address,city,zip,county,list_price,close_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,psf_sold,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
44465438,Rental,Sold,2100 Woodhead Street #304,Houston,77019,Harris,1280,1280,16,Hyde Park Main,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),500,2.56,2.56,1964,0,1,1,0,1,0,Traditional,20
2820191,Rental,Sold,4414 La Branch Street #5,Houston,77004,Harris,995,995,17,Rosewood,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),500,1.99,1.99,1950,1,1,1,0,1,0,"Traditional, Victorian",140
50844949,Rental,Sold,5607 Jackson Street #2,Houston,77004,Harris,675,675,17,Hermann Park,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),500,1.35,1.35,1956,1,1,1,0,1,0,"Traditional, Victorian",0
73988416,Rental,Sold,4921 Crawford Street #3,Houston,77004,Harris,675,675,17,Southmore 107,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),500,1.35,1.35,1960,1,1,1,0,1,0,"Traditional, Victorian",23
32212131,Rental,Sold,5607 Jackson Street #4,Houston,77004,Harris,675,675,17,Hermann Park,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),500,1.35,1.35,1956,1,1,1,0,1,0,"Traditional, Victorian",105
30103109,Rental,Sold,4921 Crawford Street #5,Houston,77004,Harris,675,675,17,Southmore 107,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),500,1.35,1.35,1960,1,1,1,0,1,0,"Traditional, Victorian",105
72647327,Rental,Sold,5607 Jackson Street #7,Houston,77004,Harris,675,675,17,Hermann Park,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),500,1.35,1.35,1956,1,1,1,0,1,0,"Traditional, Victorian",10
82110539,Rental,Sold,5607 Jackson Street #12,Houston,77004,Harris,675,675,17,Hermann Park,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),500,1.35,1.35,1956,1,1,1,0,1,0,"Traditional, Victorian",11
48412379,Rental,Sold,4921 Crawford Street #17,Houston,77004,Harris,675,675,17,Southmore 107,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),500,1.35,1.35,1960,1,1,1,0,1,0,"Traditional, Victorian",22
759618,Rental,Sold,1509 Enid  #B,Houston,77009,Harris,750,750,9,BROOKE SMITH,Heights/Greater Heights,27,Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,500,1.5,1.5,1939,1,1,1,0,1,0,"Traditional, Victorian",6
45563060,Rental,Sold,1509 Enid  #B,Houston,77009,Harris,750,750,9,BROOKE SMITH,Heights/Greater Heights,27,Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,500,1.5,1.5,1939,1,1,1,0,1,0,"Traditional, Victorian",55
55320627,Rental,Sold,1901 Richmond Avenue #27,Houston,77098,Harris,800,800,16,RICHMOND PLACE,Montrose,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),500,1.6,1.6,1960,0,1,1,0,1,0,"Traditional, Victorian",110
13642111,Rental,Sold,3803 Bute  #2,Houston,77006,Harris,850,850,16,Montrose,Montrose,27,Houston,MACGREGOR ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),500,1.7,1.7,1955,0,1,1,0,2,0,Contemporary/Modern,49
67142772,Rental,Sold,917 Main Street #801,Houston,77002,Harris,1550,1550,9,Kirby Lofts Condo,Downtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,503,3.08,3.08,1920,1,1,1,0,1,0,Contemporary/Modern,16
27320709,Rental,Pending,4001 Watonga Boulevard #3105,Houston,77092,Harris,830,,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.65,,1974,1,1,1,0,2,1,Traditional,57
80748727,Rental,Pending,4001 Watonga Boulevard #3108,Houston,77092,Harris,670,,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.33,,1974,1,1,1,0,2,1,Traditional,26
85399779,Rental,Sold,4001 Watonga Boulevard #3111,Houston,77092,Harris,744,744,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.48,1.48,1974,1,1,1,0,2,1,Traditional,70
16538663,Rental,Sold,4001 Watonga Boulevard #3113,Houston,77092,Harris,780,780,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.55,1.55,1974,1,1,1,0,2,1,Traditional,14
24187195,Rental,Pending,4001 Watonga Boulevard #3118,Houston,77092,Harris,571,,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.13,,1974,1,1,1,0,2,1,Traditional,0
52471063,Rental,Sold,4001 Watonga Boulevard #3118,Houston,77092,Harris,635,635,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.26,1.26,1974,1,1,1,0,2,1,Traditional,11
13980426,Rental,Sold,4001 Watonga Boulevard #3118,Houston,77092,Harris,729,729,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.45,1.45,1974,1,1,1,0,2,1,Traditional,51
59380309,Rental,Sold,4001 Watonga Boulevard #3705,Houston,77092,Harris,817,817,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.62,1.62,1974,1,1,1,0,2,1,Traditional,108
977455,Rental,Sold,4001 Watonga Boulevard #3709,Houston,77092,Harris,817,817,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.62,1.62,1974,1,1,1,0,2,1,Traditional,35
54165522,Rental,Sold,4001 Watonga Boulevard #3711,Houston,77092,Harris,830,830,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.65,1.65,1974,1,1,1,0,2,1,Traditional,57
96378252,Rental,Pending,4001 Watonga Boulevard #3712,Houston,77092,Harris,694,,9,NA,Oak Forest West Area,27,Houston,SMITH ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,504,1.38,,1974,1,1,1,0,2,1,Traditional,36
44763139,Rental,Sold,1548 Ashland Street #13,Houston,77008,Harris,1050,1050,9,Houston Heights,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,525,2,2,1935,0,1,1,0,1,0,"Traditional, Victorian",34
58574715,Rental,Sold,4604.5 Gunter Street #Garage,Houston,77020,Harris,795,795,2,Pinecrest Court Sec 03,Denver Harbor,27,Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,525,1.51,1.51,1960,1,1,1,0,1,0,"Traditional, Victorian",94
12824183,Rental,Sold,3601 Stanford Street,Houston,77006,Harris,1150,1150,16,Montrose,Montrose,27,Houston,WOODROW WILSON MONTESSORI,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),525,2.19,2.19,1920,1,1,1,0,2,0,Traditional,39
85992330,Rental,Sold,3605 Stanford Street,Houston,77006,Harris,1150,1150,16,Montrose,Montrose,27,Houston,WOODROW WILSON MONTESSORI,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),525,2.19,2.19,1920,1,1,1,0,2,0,Traditional,27
83701153,Rental,Sold,1246 Peden Street #5,Houston,77006,Harris,775,775,16,Rosemont Heights,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),525,1.48,1.48,1916,1,1,1,0,2,1,"Traditional, Victorian",43
68632274,Rental,Sold,1312 E 36th Street #B,Houston,77022,Harris,725,725,9,Bellavista,Northwest Houston,27,Houston,BURRUS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,528,1.37,1.37,1940,0,1,1,0,1,0,"Traditional, Victorian",48
34553373,Rental,Sold,1110 E 24th Street #A,Houston,77009,Harris,1590,1590,9,Sunset Heights,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,528,3.01,3.01,1920,1,1,1,0,1,1,Traditional,33
27682386,Rental,Sold,306 McGowen Street #4508,Houston,77006,Harris,1199,1199,16,Other,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,528,2.27,2.27,2010,1,1,1,0,1,1,"Traditional, Victorian",61
71589689,Rental,Sold,5250 Brownway Street #1804,Houston,77056,Harris,1040,1040,22,Wr Sub Reserve B,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,534,1.95,1.95,2011,1,1,1,0,1,1,"Traditional, Victorian",57
28180367,Rental,Sold,1422.5 Allston Street,Houston,77008,Harris,1400,1400,9,Houston Heights,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,537,2.61,2.61,1930,1,1,1,0,1,0,Traditional,86
28360072,Rental,Sold,2503 Mccue Road #31,Houston,77056,Harris,1060,1000,22,Country Squire Condo,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,540,1.96,1.85,1970,1,1,1,0,1,1,"Traditional, Victorian",91
3517276,Rental,Sold,1405 Hyde Park Boulevard #4,Houston,77006,Harris,925,955,16,Hyde Park,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),540,1.71,1.77,1955,1,1,1,0,2,0,"Traditional, Victorian",52
73728837,Rental,Sold,407 Westmoreland GARAGE APT Street,Houston,77006,Harris,1000,1070,16,Emerson Th,Montrose,27,Houston,MACGREGOR ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),540,1.85,1.98,1950,1,1,1,0,2,1,Traditional,28
69620293,Rental,Sold,2503 Mccue Road #32,Houston,77056,Harris,875,875,22,Country Squire Condo,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,540,1.62,1.62,1970,1,1,1,1,1,0,French,146
95812051,Rental,Sold,4510 La Branch Street #5,Houston,77004,Harris,749,750,17,Rosewood,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),550,1.36,1.36,1938,1,1,1,0,1,0,Traditional,77
69012058,Rental,Sold,505 E 32nd Street #1,Houston,77018,Harris,597,597,9,Independence Heights Annex,Northwest Houston,27,Houston,BURRUS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WASHINGTON HIGH SCHOOL,550,1.09,1.09,1940,1,1,1,0,1,0,Traditional,48
54084555,Rental,Sold,505 E 32nd Street #2,Houston,77018,Harris,597,597,9,Independence Heights Annex,Northwest Houston,27,Houston,BURRUS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WASHINGTON HIGH SCHOOL,550,1.09,1.09,1940,1,1,1,0,1,0,Traditional,19
60428946,Rental,Sold,5406.5 Sheldon Street #B,Houston,77008,Harris,1100,1100,9,Sheldon,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,550,2,2,1920,1,1,1,0,1,0,Traditional,45
65934915,Rental,Sold,1509 Enid  #A,Houston,77009,Harris,795,795,9,BROOKE SMITH,Heights/Greater Heights,27,Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,550,1.45,1.45,1939,1,1,1,0,1,0,"Traditional, Victorian",21
31992015,Rental,Sold,207 Frawley Street #C,Houston,77009,Harris,850,850,9,White Oak,Northside,27,Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,550,1.55,1.55,1940,1,1,1,0,1,0,"Traditional, Victorian",25
76466167,Rental,Sold,6319 Rosemary Lane #RR,Houston,77016,Harris,675,675,2,Northwood Manor Sec 02,Northside,27,Houston,MARSHALL ELEMENTARY SCHOOL,FOREST BROOK MIDDLE SCHOOL,NORTH FOREST HIGH SCHOOL,550,1.23,1.23,1955,2,1,1,0,1,0,"Traditional, Victorian",80
86145157,Rental,Sold,2148 Harold Street #1,Houston,77098,Harris,945,945,16,Lanier Place,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),550,1.72,1.72,1950,1,1,1,0,1,0,"Traditional, Victorian",55
10412488,Rental,Sold,1624 Marshall Street #2,Houston,77006,Harris,825,825,16,Mandell Place,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),550,1.5,1.5,1969,1,1,1,0,1,0,"Traditional, Victorian",49
50109146,Rental,Sold,1901 Whitney Street #8,Houston,77006,Harris,995,995,16,Cave E W,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),550,1.81,1.81,1952,1,1,1,0,1,0,"Traditional, Victorian",40
50255514,Rental,Sold,1501 Hyde Park Blvd  #11,Houston,77006,Harris,995,995,16,Hyde Park,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),550,1.81,1.81,1956,1,1,1,0,1,0,"Traditional, Victorian",60
69142962,Rental,Sold,4917 Brady Street #3,Houston,77011,Harris,745,745,4,Oak Lawn,East End Revitalized,27,Houston,BURNET ELEMENTARY SCHOOL (HOUSTON),NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),550,1.35,1.35,1948,1,1,1,0,2,0,"Traditional, Victorian",26
59579380,Rental,Sold,2121 Fountain View Drive #46,Houston,77057,Harris,1095,1095,22,Courtyards/Three Fountains,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,551,1.99,1.99,1968,1,1,1,0,1,0,Traditional,20
67255042,Rental,Sold,513 E 20th  #4A,Houston,77008,Harris,1150,1150,9,Houston Heights,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,551,2.09,2.09,1897,1,1,1,0,1,1,Traditional,94
53466266,Rental,Sold,1801 Cortlandt Street #9,Houston,77008,Harris,950,950,9,Houston Heights,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,560,1.7,1.7,1955,1,1,1,0,1,0,"Traditional, Victorian",117
65122718,Rental,Sold,705 Main Street #611,Houston,77002,Harris,1250,1400,9,St Germain Condos,Downtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,560,2.23,2.5,1921,1,1,1,0,1,1,Contemporary/Modern,58
32442876,Rental,Sold,3209 Florence Street,Houston,77009,Harris,925,925,9,Woodland Heights,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,561,1.65,1.65,1920,1,1,1,0,1,0,"Traditional, Victorian",83
10585411,Rental,Sold,137.5 E 22nd Street #GAR APT,Houston,77008,Harris,795,795,9,HOUSTON HEIGHTS,Heights/Greater Heights,27,Houston,HELMS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,572,1.39,1.39,1948,1,1,1,0,1,0,"Traditional, Victorian",100
77334723,Rental,Option Pending,13521 Peoria Street #1,Houston,77015,Harris,900,,2,Home Owned Estates Sec 01,North Channel,21,Galena Park,CIMARRON ELEMENTARY SCHOOL (GALENA PARK),NORTH SHORE MIDDLE SCHOOL,NORTH SHORE SENIOR HIGH SCHOOL,575,1.57,,2020,2,1,1,1,1,0,"Traditional, Victorian",116
47289042,Rental,Sold,13521 Peoria Street #2,Houston,77015,Harris,975,975,2,Home Owned Estates Sec 01,North Channel,21,Galena Park,CIMARRON ELEMENTARY SCHOOL (GALENA PARK),NORTH SHORE MIDDLE SCHOOL,NORTH SHORE SENIOR HIGH SCHOOL,575,1.7,1.7,2020,2,1,1,1,1,0,"Traditional, Victorian",91
49708744,Rental,Sold,203 Catherine Street,Houston,77009,Harris,995,945,9,Silverdale,Northside,27,Houston,MARTINEZ C ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,576,1.73,1.64,1945,1,1,1,0,1,1,Traditional,18
90770006,Rental,Sold,410 Anita Street #1G,Houston,77006,Harris,850,850,16,MONTROSE/MIDTOWN,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),580,1.47,1.47,1950,1,1,1.1,0,1,0,"Traditional, Victorian",105
29049238,Rental,Sold,2727 Brazos Street #14,Houston,77006,Harris,1199,1199,16,Brazos Lofts Reserve A,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),580,2.07,2.07,2015,1,1,1,0,1,1,"Traditional, Victorian",28
67491005,Rental,Sold,2727 Brazos Street #19,Houston,77006,Harris,1199,1199,16,Brazos Lofts Reserve A,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),580,2.07,2.07,2015,1,1,1,0,1,1,"Traditional, Victorian",89
10483842,Rental,Sold,4411 N Shepherd Drive #20A,Houston,77018,Harris,695,695,9,Whitman Sub,Garden Oaks,27,Houston,GARDEN OAKS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,580,1.2,1.2,1960,1,1,1,0,2,0,Traditional,198
66168442,Rental,Sold,1447 Heights Boulevard #223,Houston,77008,Harris,1225,1225,9,Melrose Park Condo,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,581,2.11,2.11,1960,1,1,1,0,1,0,Traditional,118
82255565,Rental,Sold,2921 Chicago Street #44198,Houston,77017,Harris,975,995,3,Park Place Acre Villa,Hobby Area,27,Houston,SANCHEZ ELEMENTARY SCHOOL (HOUSTON),DEADY MIDDLE SCHOOL,CHAVEZ HIGH SCHOOL,584,1.67,1.7,1940,1,1,1,0,1,0,Traditional,25
60080717,Rental,Sold,835 Heights Boulevard #16,Houston,77007,Harris,1250,1250,9,Houston Heights,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,585,2.14,2.14,1960,1,1,1,0,1,0,"Traditional, Victorian",14
71512239,Rental,Sold,835 Heights Boulevard #24,Houston,77007,Harris,1350,1350,9,Houston Heights,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,585,2.31,2.31,1960,1,1,1,0,1,0,"Traditional, Victorian",2
73327398,Rental,Pending,1801 Cortlandt Street #7,Houston,77008,Harris,975,,9,HOUSTON HEIGHTS,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,585,1.67,,1955,1,1,1,0,1,0,"Traditional, Victorian",12
43355105,Rental,Sold,1521 Rutland Street #5,Houston,77008,Harris,945,945,9,Houston Heights,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,585,1.62,1.62,1965,1,1,1,0,2,0,Other Style,117
11849723,Rental,Sold,310 E Defee Avenue,Baytown,77520,Harris,750,750,2,Goose Creek,Baytown/Harris County,23,Goose Creek,ASHBEL SMITH ELEMENTARY SCHOOL,HORACE MANN J H,LEE HIGH SCHOOL (GOOSE CREEK),588,1.28,1.28,1940,2,1,1,0,1,0,Traditional,74
4516238,Rental,Sold,1309 Blair Street  #9,Houston,77008,Harris,1099,1099,9,Houston Heights Annex,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,588,1.87,1.87,1960,1,1,1,0,1,1,"Traditional, Victorian",7
50903453,Rental,Sold,1016 E 7th Street #6,Houston,77009,Harris,1095,1095,9,Norhill,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,588,1.86,1.86,1960,1,1,1,0,2,0,"Traditional, Victorian",38
91893674,Rental,Pending,1309 Blair Street #3,Houston,77008,Harris,1049,,9,Houston Heights Annex,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,588,1.78,,1960,1,1,1,0,2,1,"Traditional, Victorian",10
89327234,Rental,Sold,1309 Blair Street #6,Houston,77008,Harris,1099,1099,9,Houston Heights Annex,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,588,1.87,1.87,1960,1,1,1,0,2,1,"Traditional, Victorian",3
97496586,Rental,Sold,1009 Enid Street #3,Houston,77009,Harris,1025,1015,9,Brooke Smith,Heights/Greater Heights,27,Houston,BROWNING ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,589,1.74,1.72,1960,1,1,1,0,2,2,Contemporary/Modern,60
93743944,Rental,Sold,845 Augusta Drive #32,Houston,77057,Harris,975,950,22,Grovewood Condo,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,598,1.63,1.59,1977,1,1,1,0,1,0,Traditional,88
76409084,Rental,Pending,845 Augusta Drive #29,Houston,77057,Harris,950,,22,Grovewood Condo,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,598,1.59,,1977,1,1,1,0,1,0,Traditional,35
59065668,Rental,Sold,845 Augusta Drive #45,Houston,77057,Harris,920,920,22,Grovewood Condo,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,598,1.54,1.54,1977,1,1,1,0,1,0,"Traditional, Victorian",27
63300494,Rental,Sold,935 Byrne Street #2,Houston,77009,Harris,867,867,9,John Austin Surv Abs 1,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,600,1.44,1.44,1963,1,1,1,0,1,0,Traditional,7
50894234,Rental,Sold,935 Byrne Street #9,Houston,77009,Harris,867,867,9,John Austin Surv Abs 1,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,600,1.44,1.44,1963,1,1,1,0,1,0,Traditional,19
14124636,Rental,Sold,6402 Del Monte Drive #68,Houston,77057,Harris,900,900,22,Rivington T/H Condo,Winrock,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,600,1.5,1.5,1970,1,1,1,0,1,0,Traditional,60
22931186,Rental,Sold,6410 Del Monte Drive #127,Houston,77057,Harris,975,900,22,Rivington T/H Condo,Winrock,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,600,1.62,1.5,1970,1,1,1,0,1,0,Traditional,42
40773097,Rental,Sold,4407 Stanford Street,Houston,77006,Harris,1100,1050,16,Montrose,Montrose,27,Houston,MACGREGOR ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),600,1.83,1.75,1925,1,1,1,0,1,0,Traditional,63
