mls,home_type,status,address,city,zip,county,list_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
56308983,Single-Family,Active,1655 Marshall Street,Houston,77006,Harris,749000,16,Mandell Place,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1950,384.1,1924,2,2,2,0,1,0,Traditional,82
16720289,Single-Family,Active,1616 Skinner Road,Houston,77093,Harris,279000,9,Sunnyland Farms,Northside,27,Houston,COOP ELEMENTARY SCHOOL,PATRICK HENRY MIDDLE SCHOOL,SAM HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,1486,187.75,1925,3,1,1,0,1,0,Traditional,54
27058418,Single-Family,Active,1512 South Boulevard,Houston,77006,Harris,4350000,17,Edgemont,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),5982,727.18,1925,4,4,4.1,2,3,0,English,15
39078427,Single-Family,Active,625 W 25th Street,Houston,77008,Harris,820000,9,Houston Heights,Heights/Greater Heights,27,Houston,HELMS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2621,312.86,1925,3,3,3,0,1,0,Other Style,42
57029198,Single-Family,Active,1032 Waverly Street,Houston,77008,Harris,1300000,9,Houston Heights,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1084,1199.26,1925,2,2,2,0,1,0,Traditional,56
42334048,Single-Family,Active,1623 W Main Street,Houston,77006,Harris,612500,16,Lancaster Place Ext Sec 02,Montrose,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1420,431.34,1925,3,1,1,1,1,0,Traditional,51
71074850,Single-Family,Active,902 Knox Street,Houston,77007,Harris,650000,16,897-903 Knox Th,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1022,636.01,1925,2,1,1,0,1,0,Other Style,185
76572895,Single-Family,Active,712 Pizer Street,Houston,77009,Harris,449999,9,East Norhill,Heights/Greater Heights,27,Houston,BROWNING ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1076,418.21,1925,2,1,1,0,1,2,Traditional,61
35500408,Single-Family,Active,1140 W Gardner Street,Houston,77009,Harris,579900,9,North Norhill,Heights/Greater Heights,27,Houston,BROWNING ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1331,435.69,1925,2,2,2,1,1,1,Traditional,119
60971943,Single-Family,Active,815 Le Green Street,Houston,77008,Harris,509900,9,Ridgewood,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,980,520.31,1925,2,1,1,0,1,2,Traditional,121
97114764,Single-Family,Active,1714 State Street,Houston,77007,Harris,599900,9,Baker W R Nsbb,Washington East/Sabine,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,968,619.73,1925,3,1,1,0,1,0,Traditional,286
33694579,Single-Family,Active,808 Dorothy Street,Houston,77007,Harris,395000,9,Harding Heights Ext,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,672,587.8,1925,2,1,1,0,1,0,Traditional,41
10949406,Single-Family,Active,2017 Marion Street,Houston,77009,Harris,299950,9,Allen A C,Northside,27,Houston,SHERMAN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1648,182.01,1925,3,2,2.1,0,1,0,Traditional,15
85085474,Single-Family,Active,1908 Harold St. ,Houston,77098,Harris,685000,16,Winlow Place,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2202,311.08,1926,2,1,1,1,1,1,Traditional,39
90524755,Single-Family,Active,506 Vincent Street,Houston,77009,Harris,485000,9,Brook Smith,Heights/Greater Heights,27,Houston,BROWNING ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2264,214.22,1926,3,2,2,0,1,0,Traditional,67
82090909,Single-Family,Active,1909 Dunlavy Street,Houston,77006,Harris,700000,16,Hyde Park Main,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1294,540.96,1926,0,1,1,0,1,0,Traditional,238
39300234,Single-Family,Active,1508 Ovid Street,Houston,77007,Harris,624900,9,First Ward/Washington/Arts District,Washington East/Sabine,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1619,385.98,1926,4,2,2,0,1,0,"Contemporary/Modern, Other Style, Traditional",88
36577872,Single-Family,Active,7128 Staffordshire ,Houston,77030,Harris,699900,17,Devonshire Place,Medical Center Area,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2149,325.69,1927,2,1,1.1,1,2,1,Traditional,6
12933915,Single-Family,Active,2218 Tangley Street,Houston,77005,Harris,1180000,17,Southampton Place,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),3724,316.86,1927,3,2,2.1,2,2,2,Traditional,109
98000882,Single-Family,Active,4204 Stanford Street,Houston,77006,Harris,498000,16,Lockhart Connor & Barziza,Montrose,27,Houston,MACGREGOR ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1783,279.3,1927,3,2,2,0,1,0,Traditional,104
42768657,Single-Family,Active,7136 Avenue J ,Houston,77011,Harris,149999,4,Magnolia Park Sec 02,East End Revitalized,27,Houston,FRANKLIN ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,AUSTIN HIGH SCHOOL (HOUSTON),980,153.06,1927,3,2,2,0,1,0,"Contemporary/Modern, Traditional",99
60327582,Single-Family,Active,1711 Stevens Street,Houston,77026,Harris,279000,9,Parker Smith,Northside,27,Houston,SHERMAN ELEMENTARY SCHOOL,FLEMING MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1440,193.75,1928,0,2,2,0,1,0,Traditional,92
27114505,Single-Family,Active,629 E 26th Street,Houston,77008,Harris,360000,9,Sunset Heights,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1018,353.63,1928,2,1,1,0,1,0,Traditional,116
61629759,Single-Family,Active,2010 Calumet Street Street,Houston,77004,Harris,550000,17,Calumet Lawn 02,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2815,195.38,1928,0,0,0,0,1,0,Other Style,542
65735682,Single-Family,Active,2409 Chapman Street Street,Houston,77009,Harris,395000,9,Little & Dickinson,Northside,27,Houston,MARTINEZ C ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,2146,184.06,1928,3,2,2,0,1,0,Traditional,33
28737333,Single-Family,Active,4813 Norhill Boulevard,Houston,77009,Harris,499000,9,North Norhill,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1160,430.17,1928,2,1,1,0,1,0,Traditional,52
88925853,Single-Family,Active,5002 Darling Street,Houston,77007,Harris,290000,9,Cottage Grove,Cottage Grove,27,Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,612,473.86,1928,2,1,1.1,0,1,0,Contemporary/Modern,477
43177596,Single-Family,Active,2009 Fletcher Street,Houston,77009,Harris,245000,9,Allen A C,Northside,27,Houston,KETELSEN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1482,165.32,1928,2,1,1,0,1,0,Traditional,154
41839707,Single-Family,Active,8414 John Street,Houston,77012,Harris,112500,4,Smith & Gibbons,East End Revitalized,27,Houston,HARRIS J R ELEMENTARY SCHOOL,DEADY MIDDLE SCHOOL,MILBY HIGH SCHOOL,900,125,1928,2,1,1,0,1,0,Traditional,32
30607397,Single-Family,Active,723 E 25th Street,Houston,77008,Harris,485000,9,East Shadow Sub,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1184,409.63,1928,2,2,2,0,1,2,Traditional,12
40220664,Single-Family,Active,929 Kirby Drive,Houston,77019,Harris,2600000,16,River Oaks,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),5002,519.79,1929,4,4,4.2,3,2,2,Traditional,62
10559618,Townhouse/Condo,Active,2205 Mckinney Street #403,Houston,77003,Harris,194500,4,Herrin Lofts,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,789,246.51,1929,1,1,1,0,1,0,Contemporary/Modern,41
92028520,Townhouse/Condo,Active,2205 Mckinney Street #410,Houston,77003,Harris,170000,4,Herrin Lofts,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,642,264.8,1929,1,1,1,0,1,1,Other Style,39
81252696,Single-Family,Active,1810 Hatwell Street,Houston,77023,Harris,399000,4,Sunnylan,East End Revitalized,27,Houston,HENDERSON J ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1719,232.11,1929,3,2,2.1,0,1,2,Traditional,32
19492544,Single-Family,Active,725 Wilken St Street,Houston,77008,Harris,469000,9,Pinelawn,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1020,459.8,1929,2,1,1,0,1,1,Traditional,58
88863508,Mid/Hi-Rise Condo,Active,2205 Mckinney Street #414,Houston,77003,Harris,220000,4,Herrin Lofts,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,1049,209.72,1929,1,1,1,0,1,0,Other Style,110
71798231,Mid/Hi-Rise Condo,Active,2205 Mckinney Street #509,Houston,77003,Harris,220000,4,Herrin Lofts,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,940,234.04,1929,1,1,1.1,0,1,0,Other Style,22
75502324,Mid/Hi-Rise Condo,Active,2205 McKinney Street #306,Houston,77003,Harris,189900,4,Herrin Lofts,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,822,231.02,1929,1,1,1,0,1,0,Other Style,53
25800384,Single-Family,Active,6526 E Wallisville Road,Baytown,77521,Harris,675000,2,Wallisville Rd,Baytown/Harris County,23,Goose Creek,VICTORIA WALKER ELEMENTARY SCHOOL,GENTRY JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,2624,257.24,1930,6,3,3.1,0,1,0,Traditional,64
42455007,Single-Family,Active,910 Connorvale Road,Houston,77039,Harris,540000,34,Aldine Gardens Sec 02,Aldine Area,1,Aldine,REED ELEMENTARY SCHOOL,ALDINE MIDDLE SCHOOL,MACARTHUR HIGH SCHOOL (ALDINE),1580,341.77,1930,2,1,1,0,1,0,Traditional,4
91004815,Single-Family,Active,7920 Harrisburg Boulevard,Houston,77012,Harris,350000,4,Magnolia Park Sec 02,East End Revitalized,27,Houston,GALLEGOS ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,MILBY HIGH SCHOOL,1428,245.1,1930,4,4,4,0,2,0,Traditional,232
21538993,Single-Family,Active,521 W Gulf Street,Baytown,77520,Harris,275000,2,Goose Creek,Baytown/Harris County,23,Goose Creek,CARVER ELEMENTARY SCHOOL (GOOSE CREEK),HORACE MANN J H,LEE HIGH SCHOOL (GOOSE CREEK),3283,83.76,1930,4,3,3,1,2,0,Traditional,123
62441790,Single-Family,Active,702 E 19th Street,Houston,77008,Harris,938000,9,Bradshaw,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,3215,291.76,1930,4,3,3,1,1,4,"Other Style, Traditional",13
32543045,Single-Family,Active,4514 Wyte Lane,Houston,77093,Harris,245000,2,Friendly Road Place,Aldine Area,1,Aldine,ESCAMILLA ELEMENTARY SCHOOL,HAMBRICK MIDDLE SCHOOL,MACARTHUR HIGH SCHOOL (ALDINE),1088,225.18,1930,3,1,1,0,1,0,Traditional,46
38846234,Single-Family,Active,3911 Fulton Street,Houston,77009,Harris,810000,9,Silverdale,Northside,27,Houston,MARTINEZ C ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,5020,161.35,1930,0,2,2.2,0,1,0,Traditional,241
68935931,Single-Family,Active,"1120, 1122 Luzon Street",Houston,77009,Harris,475000,9,Mcgowen,Northside,27,Houston,KETELSEN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,3078,154.32,1930,2,2,2.1,0,2,0,Traditional,76
20684110,Single-Family,Active,302 Blueberry Street,Houston,77018,Harris,429999,9,Tulane Terrace,Northwest Houston,27,Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,900,477.78,1930,2,1,1,0,1,0,Other Style,229
83842918,Single-Family,Active,1411 Bayou Street,Houston,77020,Harris,215000,2,Sydnor,Denver Harbor,27,Houston,ATHERTON ELEMENTARY SCHOOL (HOUSTON),FLEMING MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,577,372.62,1930,0,0,0,0,1,0,Traditional,13
57771640,Single-Family,Active,7734 Kingsley Street,Houston,77087,Harris,189000,3,Lum Terrace,Hobby Area,27,Houston,GOLFCREST ELEMENTARY SCHOOL,HARTMAN MIDDLE SCHOOL,STERLING HIGH SCHOOL (HOUSTON),1756,107.63,1930,3,2,2,0,1,0,Traditional,187
89258732,Single-Family,Active,6004 Hamman Street,Houston,77007,Harris,425000,16,Rice Military / Washington Corridor,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),880,482.95,1930,0,1,1,0,1,0,Traditional,85
4601619,Single-Family,Active,2105 Carolina street ,Baytown,77520,Harris,129900,2,CARROLL,Baytown/Harris County,23,Goose Creek,SAN JACINTO ELEMENTARY SCHOOL (GOOSE CREEK),BAYTOWN JUNIOR HIGH SCHOOL,LEE HIGH SCHOOL (GOOSE CREEK),1200,108.25,1930,2,1,1.1,0,2,0,Traditional,32
77675906,Single-Family,Active,440 Heights Boulevard,Houston,77007,Harris,1150000,9,Houston Heights Add,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2604,441.63,1930,3,2,2.1,1,2,2,Traditional,42
8720534,Single-Family,Active,806 Booth Street,Houston,77009,Harris,469900,9,Booth North Main St,Northside,27,Houston,KETELSEN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,2018,232.85,1930,4,2,2.1,0,1,1,Traditional,4
34248214,Single-Family,Active,2220 Riverside Drive,Houston,77004,Harris,585000,17,Riverside Terrace Sec 07,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2662,219.76,1930,3,2,2.1,1,2,0,Traditional,33
30161492,Single-Family,Active,2608 Cochran Street,Houston,77009,Harris,325000,9,Cochran Pines,Northside,27,Houston,MARTINEZ C ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1499,216.81,1930,3,2,2,0,1,1,Traditional,245
93841384,Single-Family,Active,2056 Branard Street,Houston,77098,Harris,645777,16,Dearborn Place,Montrose,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2232,289.33,1930,3,3,3,1,1,1,Traditional,69
82838980,Single-Family,Active,817 Mcintosh Street,Houston,77009,Harris,460000,9,North Main Street,Northside,27,Houston,KETELSEN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1992,230.92,1930,3,2,2,1,1,0,Traditional,14
69123551,Single-Family,Active,2710 Holman Street,Houston,77004,Harris,269900,4,Smith Furniture Co Sec 02,University Area,27,Houston,BLACKSHEAR ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,2316,116.54,1930,4,2,2,0,2,0,Traditional,57
20257555,Single-Family,Active,1209 Milford Street,Houston,77006,Harris,774000,17,1213 MILFORD TH & 4903 GRAUS,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2061,375.55,1930,3,2,2,0,1,2,Contemporary/Modern,91
45051937,Single-Family,Active,239 Portland Street,Houston,77006,Harris,799000,17,Cotswold Court Burns,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2471,323.35,1930,3,3,3,1,2,2,Traditional,180
28522882,Single-Family,Active,214 E 31st Street,Houston,77018,Harris,300000,9,Independence Heights Park,Northwest Houston,27,Houston,BURRUS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WASHINGTON HIGH SCHOOL,952,315.13,1930,3,2,2,0,1,0,Traditional,3
8544850,Single-Family,Active,1605 W Hedrick Street,Houston,77011,Harris,195000,4,Magnolia Park,East End Revitalized,27,Houston,FRANKLIN ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,AUSTIN HIGH SCHOOL (HOUSTON),1068,182.58,1930,3,1,1,0,1,1,Traditional,56
61124617,Single-Family,Active,923 Dorothy Street,Houston,77008,Harris,399000,9,West Heights,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1354,294.68,1930,2,2,2,0,1,1,Other Style,102
86641262,Single-Family,Active,5110 Mulford Street,Houston,77023,Harris,339000,4,Lawndale,East End Revitalized,27,Houston,CARRILLO ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1874,180.9,1930,3,2,2,0,2,0,Colonial,45
3027961,Single-Family,Active,2411 Tuam Street,Houston,77004,Harris,259000,4,Holman Outlot 14,University Area,27,Houston,BLACKSHEAR ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,804,322.14,1930,0,1,1,0,1,0,Traditional,92
50967940,Single-Family,Active,915 Lawrence Street,Houston,77008,Harris,399000,9,West Heights,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1088,366.73,1930,3,1,1,0,1,0,Traditional,113
2707648,Single-Family,Active,1124 Hammock Street,Houston,77009,Harris,369000,9,Hammock,Northside,27,Houston,KETELSEN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1092,337.91,1930,2,2,2.2,0,1,0,Traditional,54
66785241,Single-Family,Active,2514 Mckinney Street,Houston,77003,Harris,800000,4,Ssbb,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,4032,198.41,1930,4,3,3.1,0,2,2,"Contemporary/Modern, Mediterranean, Other Style, Split Level, Traditional",104
80767861,Single-Family,Active,2631 Greenbriar Drive,Houston,77098,Harris,999000,16,Renesu Court,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2423,412.3,1930,3,3,3.1,0,1,0,Traditional,42
34386791,Single-Family,Active,7309 Avenue ,Houston,77011,Harris,179000,4,Magnolia Park Sec 02,East End Revitalized,27,Houston,GALLEGOS ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,AUSTIN HIGH SCHOOL (HOUSTON),2220,80.63,1930,4,3,3,0,1.5,0,Other Style,20
10345566,Single-Family,Active,7644 Avenue F ,Houston,77012,Harris,279900,4,Magnolia Park,East End Revitalized,27,Houston,DE ZAVALA ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,MILBY HIGH SCHOOL,1999,140.02,1930,4,2,2,0,1,0,Traditional,21
34262433,Single-Family,Active,2416 Erastus Street,Houston,77020,Harris,295000,2,Englewood,Denver Harbor,27,Houston,ATHERTON ELEMENTARY SCHOOL (HOUSTON),MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1998,147.65,1930,3,2,2.2,0,1,2,Traditional,18
84569103,Single-Family,Active,806 Sledge Street,Houston,77009,Harris,599900,9,Woodland Terrace,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1996,300.55,1930,3,2,2,1,2,2,Traditional,103
44935726,Single-Family,Active,3711 Watson Street,Houston,77009,Harris,759900,9,Woodland Heights,Heights/Greater Heights,27,Houston,BROWNING ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1972,385.34,1930,4,2,2,1,1,1,Colonial,18
62066628,Single-Family,Active,1209 Edwards Street,Houston,77007,Harris,665000,9,Baker Nsbb Add,Washington East/Sabine,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1750,380,1930,3,2,2,0,1,2,Other Style,20
74175970,Single-Family,Active,1815 Taylor Street,Houston,77007,Harris,524999,9,Shearn,Washington East/Sabine,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1680,312.5,1930,3,2,2.1,0,1,0,Traditional,5
85362342,Single-Family,Active,1402 W 14th Street,Houston,77008,Harris,370000,9,Houston Heights Annex,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1675,220.9,1930,0,2,2,0,1,0,Traditional,71
81589850,Single-Family,Active,115 Dresden Street,Houston,77012,Harris,298000,4,Pineview Place,East End Revitalized,27,Houston,GALLEGOS ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,MILBY HIGH SCHOOL,1656,179.95,1930,3,2,2,0,1,0,Traditional,18
75418896,Single-Family,Active,1416 Northwood Street,Houston,77009,Harris,325000,9,Brooke Smith,Heights/Greater Heights,27,Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1609,201.99,1930,3,2,2.1,0,1,1,Traditional,699
33442497,Single-Family,Active,503 Kelley Street,Houston,77009,Harris,419900,9,Lindale Park Sec 01,Northside,27,Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1585,264.92,1930,3,2,2,0,1,1,Traditional,7
80933994,Single-Family,Active,7603 Avenue K ,Houston,77012,Harris,238850,4,Magnolia Park Sec 02,East End Revitalized,27,Houston,DE ZAVALA ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,MILBY HIGH SCHOOL,1431,166.91,1930,3,1,1,0,1,0,Traditional,144
83721352,Single-Family,Active,1412 Northwood Street,Houston,77009,Harris,249999,9,Brooke Smith,Heights/Greater Heights,27,Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1408,177.56,1930,3,2,2,0,1,1,Traditional,127
94860247,Single-Family,Active,4709 Sayers Street,Houston,77026,Harris,170000,2,Valencia Park,Northside,27,Houston,ROSS ELEMENTARY SCHOOL (HOUSTON),KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,1360,125,1930,3,2,2,0,1,1,Traditional,188
63267551,Single-Family,Active,409 N Stiles Street,Houston,77011,Harris,205000,4,Williams,East End Revitalized,27,Houston,BURNET ELEMENTARY SCHOOL (HOUSTON),NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1200,170.83,1930,3,1,1,0,1,0,Traditional,68
54787274,Single-Family,Active,6915 Avenue L ,Houston,77011,Harris,187900,4,Central Park Magnolia Park,East End Revitalized,27,Houston,FRANKLIN ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,AUSTIN HIGH SCHOOL (HOUSTON),1176,159.78,1930,2,2,2,0,1,0,Other Style,13
50846589,Single-Family,Active,730 Bayland Avenue,Houston,77009,Harris,650000,9,Woodland Heights Add,Heights/Greater Heights,27,Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1094,594.15,1930,3,1,1,1,1,1,Other Style,60
11384759,Single-Family,Active,7104 Avenue N ,Houston,77011,Harris,185000,4,Magnolia Park Sec 02,East End Revitalized,27,Houston,FRANKLIN ELEMENTARY SCHOOL (HOUSTON),EDISON MIDDLE SCHOOL,AUSTIN HIGH SCHOOL (HOUSTON),1004,184.26,1930,2,2,2,0,1,1,Traditional,123
46965345,Single-Family,Active,609 Pittman Street,Houston,77009,Harris,410000,9,Brooke Smith Add 02,Heights/Greater Heights,27,Houston,BROWNING ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,950,431.58,1930,2,2,2,0,1,0,Traditional,33
